,county,state,lat,lon
7871,Dauphin,Pennsylvania,40.415461566836186,-76.77946245341938
7874,Fayette,Pennsylvania,39.91989806447065,-79.64735074455726
7881,Mercer,Pennsylvania,41.30218935551655,-80.25768374014197
7889,Schuylkill,Pennsylvania,40.70582207395277,-76.21598223013665
7902,Colleton,South Carolina,32.8636220940718,-80.66689573689078
8040,Amherst,Virginia,37.60477925054989,-79.14511363796593
8042,Bedford,Virginia,37.31517160880914,-79.52420455074565
8047,Culpeper,Virginia,38.48606902683315,-77.9558939048733
8049,Fluvanna,Virginia,37.841899085945656,-78.2775770041168
8058,Lee,Virginia,36.705433563855976,-83.12848653060165
8060,Louisa,Virginia,37.97820812088423,-77.96297359815381
8068,Rockingham,Virginia,38.510634660899576,-78.87573632849809
8348,Burke,Georgia,33.06108981425818,-82.00090941431523
8351,Catoosa,Georgia,34.903634702303805,-85.13825208111508
8377,Harris,Georgia,32.736042625041364,-84.90889878901963
8384,Liberty,Georgia,31.828096321924686,-81.49473353919453
8388,Madison,Georgia,34.12779136251007,-83.20904003159454
8391,Morgan,Georgia,33.590926473090455,-83.49227740570005
8398,Pierce,Georgia,31.35877450963453,-82.21276744058004
8411,Washington,Georgia,32.969539599192565,-82.79593470901902
8612,Knox,Maine,44.155983665546565,-69.2340454591785
8627,Garrett,Maryland,39.52860387466052,-79.27382524774949
8632,Queen Anne's,Maryland,39.06808180872892,-76.02019117696584
8874,Cayuga,New York,42.91750620788728,-76.55450960138852
8900,Oswego,New York,43.42693251559956,-76.1413625458372
8901,Otsego,New York,42.63376255470059,-75.03259838395725
8920,Alamance,North Carolina,36.04373540609223,-79.39945477404711
8959,Vance,North Carolina,36.36489977965757,-78.40793059165995
9057,Cambria,Pennsylvania,40.495278105882015,-78.71372408683372
9092,Chester,South Carolina,34.69204414209376,-81.15952910386554
9101,Georgetown,South Carolina,33.434255045539096,-79.33240320037832
9112,Oconee,South Carolina,34.75347795296913,-83.06583753975688
9248,Danville city,Virginia,36.58308585104653,-79.40877664118226
9269,Rockbridge,Virginia,37.81360321551061,-79.44653628866313
9568,Baker,Georgia,31.32614484748789,-84.44470650536948
9572,Ben Hill,Georgia,31.75978063393737,-83.22049755101771
9574,Bryan,Georgia,32.01447669389111,-81.44364126036879
9577,Camden,Georgia,30.93057183931489,-81.66998613350515
9589,Colquitt,Georgia,31.188378394891487,-83.76881879206167
9592,Crisp,Georgia,31.92293498479432,-83.7680666684524
9599,Fannin,Georgia,34.864092329059154,-84.31980507560064
9606,Greene,Georgia,33.57883713279124,-83.16667649012169
9613,Irwin,Georgia,31.60224386041202,-83.2763667955238
9614,Jasper,Georgia,33.316543163235224,-83.68797352289073
9622,Macon,Georgia,32.35768119434322,-84.04255797824347
9624,Meriwether,Georgia,33.0406847645878,-84.6882961283545
9626,Mitchell,Georgia,31.22532489664376,-84.19429763004578
9637,Pulaski,Georgia,32.23226930651704,-83.47597860261324
9641,Seminole,Georgia,30.938791458641774,-84.86884301434846
9643,Stephens,Georgia,34.55396522269205,-83.29347004885125
9885,Waldo,Maine,44.50706490377882,-69.15071101467599
10160,Chemung,New York,42.141264533103175,-76.7600292212066
10186,Orleans,New York,43.25208587580208,-78.23121605526181
10233,Montgomery,North Carolina,35.33247535620867,-79.90548726278568
10241,Randolph,North Carolina,35.710347455516626,-79.806016587826
10247,Transylvania,North Carolina,35.20209524048515,-82.79825456239664
10351,Armstrong,Pennsylvania,40.81231246448679,-79.4645312707341
10354,Bradford,Pennsylvania,41.78870546516289,-76.51538866293764
10358,Carbon,Pennsylvania,40.91818469050452,-75.7088178571857
10361,Clearfield,Pennsylvania,41.00017483143101,-78.47414457652481
10369,Juniata,Pennsylvania,40.5310623665071,-77.40218380122677
10384,Somerset,Pennsylvania,39.97247637021558,-79.02826697682552
10397,Chesterfield,South Carolina,34.639800188065266,-80.15874425866845
10570,Chesapeake city,Virginia,36.67780099541548,-76.3023825377314
10579,Halifax,Virginia,36.76690108531805,-78.93662130790945
10888,Gadsden,Florida,30.579483235295708,-84.61362799096582
10946,Decatur,Georgia,30.878348705381367,-84.57905499132258
10947,Dodge,Georgia,32.172216448712106,-83.16841423784113
10967,Jackson,Georgia,34.13389132959365,-83.56636696418592
10969,Jones,Georgia,33.02513141766969,-83.56049923221796
10975,Long,Georgia,31.752560417459645,-81.74569965182158
11002,Taylor,Georgia,32.5559047345101,-84.25186653988699
11004,Thomas,Georgia,30.863761483119365,-83.91931942859034
11009,Ware,Georgia,31.05377661198473,-82.42371774318137
11011,White,Georgia,34.64638824750913,-83.74711356380494
11013,Wilkes,Georgia,33.7819533212046,-82.74320374399313
11284,Kent,Maryland,39.25454501410858,-76.03993188732531
11297,Dukes,Massachusetts,41.38787451773758,-70.62802455643315
11569,Chautauqua,New York,42.228166453837936,-79.36632968098169
11579,Franklin,New York,44.59286966654633,-74.30383648117827
11619,Bertie,North Carolina,36.06617440064496,-76.97866890713219
11622,Burke,North Carolina,35.74961351960302,-81.70476481621283
11624,Caldwell,North Carolina,35.95303725242755,-81.54641384433845
11629,Cleveland,North Carolina,35.33403266279426,-81.55559391100113
11634,Duplin,North Carolina,34.93654245085169,-77.93300985102125
11643,Hertford,North Carolina,36.35907274404734,-76.98200488193746
11648,Lenoir,North Carolina,35.23877758214694,-77.64124767614922
11650,McDowell,North Carolina,35.68171688566721,-82.04931349444809
11656,Northampton,North Carolina,36.417768874489134,-77.39686372942033
11806,Greene,Pennsylvania,39.85384297762258,-80.22292549394163
11810,Lawrence,Pennsylvania,40.99125511797685,-80.33423150822262
11814,Lycoming,Pennsylvania,41.343415183129125,-77.06453881954573
11825,Warren,Pennsylvania,41.81450489793542,-79.27410861780098
11830,Bristol,Rhode Island,41.71730749784757,-71.28408092755048
11831,Kent,Rhode Island,41.672199202057016,-71.59287750836425
11832,Newport,Rhode Island,41.55646168795559,-71.21570584938748
11833,Providence,Rhode Island,41.872148902698775,-71.58004609063214
11834,Washington,Rhode Island,41.47881337938943,-71.62396520801519
11861,Marion,South Carolina,34.08008960100697,-79.36249740413857
11871,Union,South Carolina,34.68928083514833,-81.61941228533526
11872,Williamsburg,South Carolina,33.61991956348863,-79.7277223776309
12064,Frederick,Virginia,39.20388724787189,-78.26066712409033
12065,Fredericksburg city,Virginia,38.29921006931615,-77.48707726157886
12077,Madison,Virginia,38.41371725680458,-78.27924865891552
12078,Manassas city,Virginia,38.74802321412346,-77.48392575124225
12079,Mathews,Virginia,37.43539808214683,-76.3436500631017
12081,Nelson,Virginia,37.78741903327657,-78.88675992531336
12084,Nottoway,Virginia,37.143037350251646,-78.05125005316528
12085,Orange,Virginia,38.24622588154994,-78.01350050628734
12090,Roanoke,Virginia,37.27133864917667,-80.05205402684953
12093,Shenandoah,Virginia,38.85832714062185,-78.57083503283368
12443,Washington,Florida,30.610606975008928,-85.66533680590591
12453,Calhoun,Georgia,31.52923061938197,-84.62453620996301
12482,Franklin,Georgia,34.375472152410055,-83.22915182211958
12489,Haralson,Georgia,33.79423156199698,-85.21100489989762
12508,McDuffie,Georgia,33.482864598030275,-82.48137202179238
12535,Toombs,Georgia,32.1216185740986,-82.33121944267788
12821,Franklin,Maine,44.97404177349814,-70.44400872336604
13200,Beaufort,North Carolina,35.49400950885853,-76.85978035618807
13387,Blair,Pennsylvania,40.48099343967288,-78.34861495353387
13397,Crawford,Pennsylvania,41.6847116686704,-80.1062553389755
13405,Indiana,Pennsylvania,40.65207729589542,-79.08755019409413
13424,Susquehanna,Pennsylvania,41.82138463949745,-75.8007048570849
13665,Amelia,Virginia,37.33600276068638,-77.97613562915129
13677,Fauquier,Virginia,38.73862643512856,-77.80934720148694
13684,Greene,Virginia,38.29762793580258,-78.4668521579759
13686,Hampton city,Virginia,37.0554102249493,-76.36317428952758
13692,King George,Virginia,38.2733704369719,-77.15726189861009
13696,Lynchburg city,Virginia,37.40042062845482,-79.19114521814335
13704,Northampton,Virginia,37.34299326991949,-75.87697428268483
13707,Pittsylvania,Virginia,36.82130981280499,-79.39710692826937
13708,Poquoson city,Virginia,37.1317920961857,-76.35687352516568
13711,Prince George,Virginia,37.1865562440377,-77.22415194063542
13713,Radford city,Virginia,37.12292623823628,-80.55824943467827
13719,Southampton,Virginia,36.720435199752025,-77.10609950341318
13724,Warren,Virginia,38.90891239965915,-78.2078124455805
13725,Washington,Virginia,36.72447563556909,-81.95968040865361
14067,Levy,Florida,29.318648920170407,-82.74321919123751
14088,Suwannee,Florida,30.195608825650456,-82.99149502305565
14107,Chattahoochee,Georgia,32.34699224675832,-84.7870296071805
14137,Habersham,Georgia,34.631037140902635,-83.53111212506315
14141,Hart,Georgia,34.35084143290342,-82.96422458257405
14190,Upson,Georgia,32.88126277799635,-84.29936669935499
14932,Greene,North Carolina,35.48500562383033,-77.67576393535211
14953,Person,North Carolina,36.390029415426106,-78.97180010435581
14961,Surry,North Carolina,36.41477974230201,-80.68812917416462
15141,Northumberland,Pennsylvania,40.85202943395311,-76.70933788835569
15412,Bristol city,Virginia,36.617987925388576,-82.16077676206163
15425,Galax city,Virginia,36.66601876557565,-80.91759862152321
15460,Roanoke city,Virginia,37.27840843976398,-79.95807080329016
15820,Hendry,Florida,26.553476824050563,-81.16584288904453
15861,Bulloch,Georgia,32.39681406656517,-81.74318755966645
15911,Jenkins,Georgia,32.79245352251672,-81.9635528291689
15929,Murray,Georgia,34.78844132691178,-84.74807543208858
15937,Pike,Georgia,33.092301301124905,-84.389254962442
15957,Walton,Georgia,33.78156414591867,-83.73387416347086
15960,Wheeler,Georgia,32.117058711536835,-82.72458382460536
16665,Cattaraugus,New York,42.2486145592818,-78.67883816739399
16704,Schuyler,New York,42.39381237800328,-76.87517410616964
16736,Edgecombe,North Carolina,35.912888306183895,-77.59706130553876
16762,Perquimans,North Carolina,36.20585489110773,-76.44114482193804
16765,Polk,North Carolina,35.27931471455979,-82.16962945554675
16937,Cameron,Pennsylvania,41.4367375995021,-78.20388323383018
16941,Clarion,Pennsylvania,41.19240789008971,-79.4209730679046
16952,Huntingdon,Pennsylvania,40.41696127013368,-77.98120964183389
16962,McKean,Pennsylvania,41.80771752295646,-78.56902417367505
16969,Perry,Pennsylvania,40.398404562529855,-77.2623109412753
16974,Snyder,Pennsylvania,40.769844736615,-77.07016916396209
16977,Tioga,Pennsylvania,41.77218681055959,-77.2542684055356
17012,Laurens,South Carolina,34.48357484613627,-82.00594670352233
17284,Hopewell city,Virginia,37.291385074007366,-77.2985473136408
17288,Lancaster,Virginia,37.73452861926576,-76.46322184654943
17297,Montgomery,Virginia,37.17425031755612,-80.38700053637996
17299,New Kent,Virginia,37.505151341352445,-76.99712303668598
17303,Northumberland,Virginia,37.88764355215437,-76.41965927256005
17309,Powhatan,Virginia,37.55020332299951,-77.91520601451066
17688,Glades,Florida,26.956472662531336,-81.18899774098998
17721,Wakulla,Florida,30.167330125750578,-84.40066586581689
17724,Bacon,Georgia,31.553674623695752,-82.45271259702616
17731,Brooks,Georgia,30.84222225745287,-83.58048573511287
17738,Candler,Georgia,32.40344756595074,-82.07366512819887
18201,Somerset,Maine,45.51391997446941,-69.95890341895614
18586,Lewis,New York,43.784665361117234,-75.44885062528843
18621,Alleghany,North Carolina,36.49129595819397,-81.1279191895704
18630,Caswell,North Carolina,36.39317946896443,-79.33353648437458
18635,Columbus,North Carolina,34.26558860223236,-78.65502325203845
18638,Currituck,North Carolina,36.40308782830925,-76.00593716636858
18650,Halifax,North Carolina,36.257452803144936,-77.65171204544302
18669,Pamlico,North Carolina,35.14345700148333,-76.74070224379929
18686,Washington,North Carolina,35.822594857238784,-76.57748206160004
18690,Yadkin,North Carolina,36.1605406192721,-80.66523751958651
18879,Mifflin,Pennsylvania,40.610431693487136,-77.61703630641131
18894,Venango,Pennsylvania,41.40100234340653,-79.7579591545302
19193,Alleghany,Virginia,37.78751120250003,-80.00679403558034
19216,Greensville,Virginia,36.67634148663669,-77.55902925824297
19232,Manassas Park city,Virginia,38.77173559963697,-77.44475871164174
19263,Tazewell,Virginia,37.12495205908805,-81.56066247089556
19268,Winchester city,Virginia,39.17339327257075,-78.1745250336624
19269,Wythe,Virginia,36.91712686062795,-81.07864275101622
19649,Holmes,Florida,30.86791949215165,-85.8140298261751
19681,Appling,Georgia,31.74922887855687,-82.28891516620772
19685,Banks,Georgia,34.354153170410044,-83.49736718846856
19689,Berrien,Georgia,31.275988464234462,-83.22964337452977
19691,Bleckley,Georgia,32.43443281931353,-83.32785677113421
19708,Clay,Georgia,31.626242658418764,-84.9800933637315
19715,Cook,Georgia,31.153999866822936,-83.43046693897294
19718,Dade,Georgia,34.85456014562745,-85.50452190403846
19723,Dooly,Georgia,32.15720517056815,-83.79876478008381
19734,Gilmer,Georgia,34.69119590354405,-84.45563858500478
19750,Jefferson,Georgia,33.05486677794732,-82.4181872593966
19752,Johnson,Georgia,32.701466982642486,-82.6600831563623
19765,McIntosh,Georgia,31.49674012077352,-81.40852496952006
19785,Schley,Georgia,32.2616686710521,-84.31476109063382
19790,Talbot,Georgia,32.69950624139158,-84.53301321561231
19803,Warren,Georgia,33.40895240539155,-82.67675465477022
20634,Alexander,North Carolina,35.921032881232726,-81.177026189698
20692,Rutherford,North Carolina,35.40256718672112,-81.91982549896552
20918,Union,Pennsylvania,40.96300477879911,-77.0622098828558
20933,Barnwell,South Carolina,33.26605667769886,-81.43500436798794
21259,Henry,Virginia,36.682776904344685,-79.8736744394452
21264,King William,Virginia,37.70662619404413,-77.08840032037992
21284,Petersburg city,Virginia,37.20418799446859,-77.39142838078627
21299,Smyth,Virginia,36.84387494546699,-81.53706865603864
21685,Calhoun,Florida,30.406027748300488,-85.19720185225934
21729,Union,Florida,30.04386080568127,-82.3714363676275
21781,Emanuel,Georgia,32.58974931741434,-82.3017161971994
21791,Grady,Georgia,30.8746717142236,-84.23444473157113
21830,Oglethorpe,Georgia,33.88067419624117,-83.08071621101456
21838,Rabun,Georgia,34.881742053035715,-83.40207685095386
21843,Screven,Georgia,32.75061321074323,-81.61194474084184
21847,Stewart,Georgia,32.07849576755027,-84.83522129591877
21860,Walker,Georgia,34.73565160782996,-85.30099464099028
21865,Webster,Georgia,32.04666296299908,-84.55104925870808
21869,Wilcox,Georgia,31.97288294929412,-83.43232350783266
21871,Wilkinson,Georgia,32.8023869295543,-83.17124290918342
22718,Seneca,New York,42.78106207039031,-76.82378508207462
22734,Anson,North Carolina,34.97382062791041,-80.10269568884274
22747,Clay,North Carolina,35.05722416552835,-83.75017713745379
22774,Martin,North Carolina,35.84321791142062,-77.10924571790211
22792,Rockingham,North Carolina,36.39602353433114,-79.77499960217796
22806,Wilkes,North Carolina,36.20628294600986,-81.16339870413358
22979,Bedford,Pennsylvania,40.00655224828496,-78.49029987047572
23043,Bamberg,South Carolina,33.21480452788514,-81.05424508460322
23349,Brunswick,Virginia,36.76478366548346,-77.85902965703201
23350,Buckingham,Virginia,37.57221686722679,-78.52880133258928
23351,Campbell,Virginia,37.20562326224492,-79.09640831137453
23352,Carroll,Virginia,36.73157412185298,-80.73385877357939
23357,Clarke,Virginia,39.11235184359435,-77.996693819548
23364,Franklin city,Virginia,36.68309742362765,-76.93862236808656
23383,King and Queen,Virginia,37.71863969822415,-76.89527185589337
23403,Page,Virginia,38.619991115433656,-78.48413239219848
23424,Surry,Virginia,37.10984273883928,-76.9001971308968
23429,Waynesboro city,Virginia,38.06730757792496,-78.90122104676394
23828,Gulf,Florida,29.95553939781936,-85.22659645838952
23829,Hardee,Florida,27.49270080047591,-81.80993935295679
23841,Madison,Florida,30.44410873895488,-83.47013134843723
23849,Okeechobee,Florida,27.38643685392861,-80.88862693585939
23945,Lanier,Georgia,31.03787882905056,-83.06276048099035
23974,Putnam,Georgia,33.32177304561034,-83.37279764705015
23996,Union,Georgia,34.834084875813666,-83.99076626940068
24416,Hancock,Maine,44.68901812467743,-68.34842460911652
24434,Dorchester,Maryland,38.487086507046826,-76.01185318424542
25207,Allendale,South Carolina,32.98815924435532,-81.3583036596758
25529,Augusta,Virginia,38.16296772636075,-79.12885341030622
25609,Sussex,Virginia,36.921785509926174,-77.26181241413072
26185,Telfair,Georgia,31.92981113773184,-82.93901577075138
26643,Allegany,Maryland,39.62146462751047,-78.69898092796342
27120,Yates,New York,42.6334579334488,-77.1054705239338
27143,Dare,North Carolina,35.780520968744064,-75.85890750428253
27152,Gates,North Carolina,36.44491371660416,-76.70046921184408
27166,Macon,North Carolina,35.15050412354411,-83.4221613511451
27170,Mitchell,North Carolina,36.013307008649,-82.16364486297087
27192,Stokes,North Carolina,36.40189895470232,-80.23950226413483
27404,Forest,Pennsylvania,41.51300140851586,-79.23602459859498
27456,Cherokee,South Carolina,35.04820031262325,-81.62035636659124
27470,Hampton,South Carolina,32.776297758712694,-81.14069852504952
27480,McCormick,South Carolina,33.89958335876763,-82.30987735955502
27800,Cumberland,Virginia,37.51211849419954,-78.24496732762859
27860,Salem city,Virginia,37.28640126631185,-80.05538410160334
28294,Franklin,Florida,29.889699642674227,-84.80189255625498
28385,Elbert,Georgia,34.116799315377754,-82.84015006329238
28425,Marion,Georgia,32.35340039677844,-84.52467334937853
28446,Quitman,Georgia,31.86735338809789,-85.01877431591618
28466,Towns,Georgia,34.91664325538228,-83.73732689192994
28917,Aroostook,Maine,46.65892566960527,-68.59890430277589
28929,Washington,Maine,45.03538325236746,-67.62921743798537
29309,Coos,New Hampshire,44.689579355147536,-71.30563561742224
29422,Bladen,North Carolina,34.61459428481144,-78.56364126801505
29433,Chowan,North Carolina,36.150843443196806,-76.6078981630252
29455,Haywood,North Carolina,35.55604624718304,-82.98219442536671
29701,Clinton,Pennsylvania,41.2340613684867,-77.63816211634854
30105,Buena Vista city,Virginia,37.73159104859526,-79.3565571509166
30107,Caroline,Virginia,38.026839587488624,-77.34697572159804
30117,Emporia city,Virginia,36.6952784727618,-77.5356657363546
30144,Lexington city,Virginia,37.78248529655036,-79.44396447150864
30171,Pulaski,Virginia,37.06362615151246,-80.71434296012207
30173,Richmond,Virginia,37.9433915143124,-76.72686745802892
30193,Westmoreland,Virginia,38.11196502470274,-76.80422858609906
30196,Wise,Virginia,36.97446699364266,-82.62134232385425
30619,Dixie,Florida,29.60816200914384,-83.1588449977868
30635,Jefferson,Florida,30.437508945770656,-83.89528595074843
30807,Wayne,Georgia,31.55146885031684,-81.91674197110339
31775,Ashe,North Carolina,36.434480522101566,-81.50051128178396
31852,Warren,North Carolina,36.39651321391636,-78.1066685576237
32096,Sullivan,Pennsylvania,41.44616674571222,-76.51223732068111
32105,Wyoming,Pennsylvania,41.5183719977611,-76.0165984417956
32478,Charlotte,Virginia,37.01162627681981,-78.66165071714846
32554,Staunton city,Virginia,38.159313336157965,-79.06080958144067
33080,Crawford,Georgia,32.71450966714721,-83.98633625371562
34235,Pender,North Carolina,34.5248168003333,-77.90510569744636
34475,Fulton,Pennsylvania,39.92536389919356,-78.1126877216748
35418,Hamilton,Florida,30.496393543042497,-82.94793846231956
35461,Atkinson,Georgia,31.297139876841317,-82.88007269196125
35472,Brantley,Georgia,31.196881797349477,-81.98190817983827
35509,Echols,Georgia,30.710056215206748,-82.89396506861438
35536,Jeff Davis,Georgia,31.80561755311721,-82.63683174552507
35594,Treutlen,Georgia,32.40388088820854,-82.56728824772603
37326,Appomattox,Virginia,37.37222987962482,-78.81214753513164
37356,Giles,Virginia,37.3140311891102,-80.70372695856965
37410,Russell,Virginia,36.933774329452746,-82.09563546211027
37876,Gilchrist,Florida,29.725839379635143,-82.80038898344185
37916,Taylor,Florida,30.047002021575924,-83.60352956821059
37989,Hancock,Georgia,33.270455726299296,-83.00067636000456
39169,Richmond,North Carolina,35.00594265774614,-79.74782722277567
39411,Elk,Pennsylvania,41.42524606019715,-78.64914914482087
39420,Jefferson,Pennsylvania,41.12816551467946,-78.99943774120037
39836,Buchanan,Virginia,37.26663304416514,-82.03606651493152
39848,Craig,Virginia,37.48122271635433,-80.21238264481451
39852,Dinwiddie,Virginia,37.075910136519255,-77.6323401867102
39884,Lunenburg,Virginia,36.946228915364856,-78.24056251351749
39911,Rappahannock,Virginia,38.68473861434207,-78.15926272755836
40405,Lafayette,Florida,29.9855094897978,-83.18109609236402
44229,Jones,North Carolina,35.021720737207545,-77.35517080576427
44962,Floyd,Virginia,36.93164409920147,-80.36255421238766
44998,Middlesex,Virginia,37.630304559436446,-76.56984056496034
45527,Liberty,Florida,30.24138012718721,-84.8829027573244
47550,Colonial Heights city,Virginia,37.26502624319059,-77.39693904503049
47558,Fairfax city,Virginia,38.85297895960922,-77.29994546288376
47626,Scott,Virginia,36.71423385463685,-82.60300307687615
48260,Montgomery,Georgia,32.17339974133578,-82.53477727502091
50847,Evans,Georgia,32.15676591103119,-81.88688279329676
54741,Jackson,North Carolina,35.28742633717619,-83.14081185093781
55499,Falls Church city,Virginia,38.88465008606978,-77.17508447587971
57448,Tyrrell,North Carolina,35.817212583925475,-76.20895445228312
63571,Essex,Virginia,37.9434244513233,-76.95145445088194
70350,Piscataquis,Maine,45.837354966772544,-69.2845943387941
77319,Norton city,Virginia,36.93172367887015,-82.62596867967427
77323,Patrick,Virginia,36.67831945146621,-80.28440012144469
80058,Highland,Virginia,38.36232905286453,-79.56855450081991
87592,Madison,North Carolina,35.85802022312944,-82.7057734430354
93145,Camden,North Carolina,36.38771296581269,-76.20636491832425
95978,Graham,North Carolina,35.3501736703952,-83.83349107624373
96814,Grayson,Virginia,36.65661989966037,-81.22508342409327
96840,Martinsville city,Virginia,36.68265943005392,-79.86362439544273
98810,Hyde,North Carolina,35.53585736325411,-76.25493970348349
98849,Swain,North Carolina,35.486791720753246,-83.4926418602753
108895,Taliaferro,Georgia,33.56614323559654,-82.87876779801034
110214,Yancey,North Carolina,35.89894582749264,-82.30762797345722
120413,Glascock,Georgia,33.229289270903166,-82.61070428291934
128581,Covington city,Virginia,37.7785472215057,-79.98677971717566
157400,Avery,North Carolina,36.076550620444266,-81.92258699293184
243755,Dickenson,Virginia,37.125756082636514,-82.35040070659508
253004,Bland,Virginia,37.13398038004761,-81.1302947891523
312355,Bath,Virginia,38.058718479060296,-79.74109868517576
